Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet,Name,VIP_1.0
43.0,340.0,10.0,-0.01545571349704486,0.0,272.0,Earth,Melvia Lessonerry,0.0
24.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Lolas Owery,0.0
49.0,9.0,146.0,-0.015254036384264985,688.0,2.0,Earth,Artis Farrowns,0.0
21.0,17.0,0.0,-0.015479696721267332,595.0,0.0,Earth,Jarena Weaverays,0.0
29.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Batenan Fueling,0.0
25.0,877.0,0.0,-0.015479696721267332,37.0,0.0,Earth,Evane Holton,0.0
27.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Berta Barnolderg,0.0
14.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Kendre Pittler,0.0
67.0,0.0,1.0,-0.015476426281600631,788.0,15.0,Earth,Ela Potthews,0.0
17.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Okulam Donotaked,0.0
44.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Alramak Donotaked,0.0
52.0,0.0,142.0,-0.015479696721267332,378.0,3209.0,Earth,Bellus Belstrut,0.0
14.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Phonons Belstrut,0.0
17.0,817.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Annard Mullon,0.0
19.0,99.0,0.0,-0.013820493663694524,276.0,0.0,Mars,Froos Gooki,0.0
36.0,853.0,382.0,-0.015470975548822796,14.0,30.0,Mars,Nutz Fle,0.0
19.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Flark Gooki,0.0
25.0,1872.0,189.0,-0.015002212529929034,4.0,269.0,Mars,Puffs Botie,0.0
39.0,995.0,0.0,-0.015295461953376527,27.0,0.0,Mars,Toats Botie,0.0
32.0,103.0,0.0,-0.014546531269702073,0.0,666.0,Mars,Unfly Hotty,0.0
75.0,940.0,0.0,-0.015479696721267332,1188.0,60.0,Mars,Rowl Bara,0.0
37.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Minus Unticatter,0.0
25.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Auvair Unticatter,0.0
33.0,651.0,275.0,-0.015479696721267332,0.0,1128.0,Europa,Meisam Unticatter,0.0
25.0,0.0,5619.0,-0.015479696721267332,0.0,11.0,Europa,Saiphda Unticatter,0.0
24.0,1105.0,357.0,-0.015465524816044962,0.0,303.0,Earth,Laude Carreralend,0.0
22.0,1448.0,0.0,-0.015479696721267332,0.0,1.0,Earth,Allene Macdonadows,0.0
22.0,0.0,170.0,-0.015479696721267332,0.0,1.0,Earth,Thell Welltonces,0.0
36.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Lardy Hoffergess,0.0
4.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Jayne Hoffergess,0.0
61.0,17.0,21.0,-0.015479696721267332,0.0,111.0,Earth,Elle Hoffergess,0.0
0.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Berta Barnolderg,0.0
15.0,1.0,0.0,-0.014543260830035373,0.0,0.0,Earth,Hilip Summington,0.0
42.0,884.0,336.0,-0.015479696721267332,8.0,0.0,Mars,Macode Sto,0.0
27.0,343.0,0.0,-0.014710053253037108,0.0,0.0,Mars,Hion Blie,0.0
5.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Pebix Blie,0.0
32.0,0.0,3561.0,-0.01543064012626682,1552.0,7161.0,Europa,Jabbab Entenedy,0.0
38.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Alkurak Entenedy,0.0
21.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Ivaney Ellahan,0.0
23.0,169.0,5.0,-0.015479696721267332,371.0,1235.0,Earth,Elia Pooles,0.0
34.0,874.0,0.0,-0.015479696721267332,30.0,4.0,Earth,Megany Pooles,0.0
28.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Dat Peake,0.0
23.0,101.0,0.0,-0.014640283873480826,917.0,0.0,Earth,Letty Gentledges,0.0
14.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Ellene Gentledges,0.0
60.0,858.0,0.0,-0.015475336135045065,2.0,0.0,Earth,Rena Coxterez,0.0
78.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Bonya Garrez,0.0
6.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Ninald Garrez,0.0
17.0,0.0,13.0,-0.01504908883181841,161.0,307.0,Earth,Samany Garrez,0.0
41.0,574.0,173.0,-0.015479696721267332,2.0,0.0,Earth,Alicey Knoxonway,0.0
40.0,2.0,10.0,-0.015479696721267332,14.0,657.0,Earth,Evaned Parsoney,0.0
47.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Askedus Setvatend,0.0
23.0,62.0,0.0,-0.015479696721267332,0.0,643.0,Earth,Deaney Fersongs,0.0
41.0,98.0,2634.0,-0.015479696721267332,3.0,0.0,Earth,Dawne Salez,0.0
60.0,0.0,0.0,-0.015477516428156198,24.0,1593.0,Earth,Elsane Wardendez,0.0
46.0,611.0,0.0,-0.015157013340819533,0.0,0.0,Earth,Lelah Willynnedy,0.0
19.0,0.0,799.0,-0.015479696721267332,38.0,15125.0,Europa,Betena Maglible,0.0
18.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Alarmus Maglible,0.0
0.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Raulia Tranklinay,0.0
28.0,0.0,0.0,-0.014325231518921995,8.0,83.0,Earth,Trice Tranklinay,0.0
30.0,0.0,1307.0,-0.014555252442146609,246.0,0.0,Earth,Rickie Tranklinay,0.0
9.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Elenna Tranklinay,0.0
0.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Coley Tranklinay,0.0
4.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Lan Tranklinay,0.0
22.0,470.0,0.0,-0.01540665690204435,16.0,0.0,Earth,Bonyam Hayertez,0.0
32.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Darry Mcphernard,0.0
7.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Beathy Mcphernard,0.0
19.0,785.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Ronia Mcphernard,0.0
34.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Meline Steelerettt,0.0
24.0,17.0,458.0,-0.015479696721267332,0.0,227.0,Earth,Stene Steelerettt,0.0
17.0,12.0,0.0,-0.015479696721267332,260.0,2358.0,Earth,Lulard Hendez,0.0
31.0,25.0,1.0,-0.014672988270147833,0.0,0.0,Earth,Leondy Sawyerson,0.0
42.0,549.0,0.0,-0.015477516428156198,252.0,0.0,Earth,Chelly Simson,0.0
14.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Photons Improus,0.0
27.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Shatrix Improus,0.0
21.0,0.0,0.0,-0.01545898393671156,52.0,2006.0,Earth,Charry Frazie,0.0
24.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Vanney Kerrealds,0.0
34.0,2138.0,138.0,-0.015445902178044759,0.0,40.0,Mars,Cappe Trake,0.0
35.0,667.0,0.0,-0.015057810004262945,0.0,0.0,Mars,Clus Brity,0.0
43.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Scharab Meplel,0.0
25.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Cruis Apple,0.0
19.0,278.0,0.0,-0.015140661142486028,560.0,0.0,Mars,Ming Apple,0.0
25.0,0.0,0.0,-0.015476426281600631,867.0,0.0,Earth,Willah Cleachrand,0.0
22.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Amela Irwinson,0.0
23.0,460.0,182.0,-0.015436090859044656,40.0,65.0,Earth,Hanna Irwinson,0.0
42.0,3.0,2477.0,-0.015479696721267332,1585.0,1765.0,Europa,Minchib Nairconed,0.0
40.0,33.0,3030.0,-0.015479696721267332,3588.0,377.0,Europa,Lesat Nairconed,0.0
71.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Eres Clake,0.0
18.0,572.0,0.0,-0.015456803643600426,441.0,5.0,Mars,Cheats Clake,0.0
34.0,617.0,0.0,-0.014958606667706358,0.0,203.0,Mars,Zers Late,1.0
4.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Heersh Saf,0.0
18.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Lopedo Saf,0.0
22.0,1938.0,475.0,-0.015299822539598794,0.0,0.0,Mars,Badont Saf,0.0
38.0,41.0,0.0,-0.01545898393671156,57.0,685.0,Earth,Chael Baxters,0.0
33.0,1.0,0.0,-0.015479696721267332,0.0,6031.0,Europa,Winonon Reelest,0.0
27.0,0.0,11984.0,-0.013724560766804637,709.0,19086.0,Europa,Markar Reelest,1.0
18.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Shamak Bacistion,0.0
34.0,65.0,1612.0,-0.015479696721267332,5831.0,631.0,Europa,Weiaham Bacistion,0.0
66.0,595.0,0.0,-0.015479696721267332,33.0,0.0,Earth,Berta Barnolderg,0.0
47.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Berta Barnolderg,0.0
35.0,127.0,629.0,-0.015415378074488884,86.0,0.0,Earth,Nancis Hopez,0.0
23.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Jordy Currisones,0.0
36.0,59.0,59.0,-0.014553072149035475,0.0,2.0,Earth,Jonaye Hickerson,0.0
36.0,3.0,755.0,-0.015479696721267332,33.0,0.0,Earth,Ianne Doughan,0.0
35.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Miten Nuthe,0.0
15.0,756.0,3.0,-0.015432820419377956,30.0,45.0,Earth,Lloyde Mayson,0.0
39.0,381.0,1222.0,-0.014276174923921485,121.0,2827.0,Europa,Muontak Healist,1.0
48.0,283.0,0.0,-0.015476426281600631,0.0,106.0,Earth,Hen Kerrealds,0.0
47.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Heres Paie,0.0
21.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Scelava Pistage,0.0
31.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Wimps Uncionted,0.0
13.0,0.0,956.0,-0.01545571349704486,41.0,0.0,Earth,Garry Goods,0.0
32.0,0.0,1010.0,-0.015479696721267332,0.0,0.0,Earth,Geneen Mcleaney,0.0
22.0,0.0,1185.0,-0.015476426281600631,0.0,0.0,Earth,Gracy Wallerson,0.0
40.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Mulk Flie,0.0
15.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Glorey Holsen,0.0
33.0,878.0,10.0,-0.015479696721267332,0.0,0.0,Earth,Blancy Ewisentley,0.0
28.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Cheats Pien,0.0
17.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Hon Pien,0.0
20.0,0.0,636.0,-0.015479696721267332,4.0,0.0,Earth,Moniey Whitneyes,0.0
42.0,0.0,592.0,-0.015357600307043839,0.0,0.0,Earth,Andra Ricklaney,0.0
18.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Gabrie Summington,0.0
27.0,824.0,0.0,-0.009321458828869969,133.0,0.0,Mars,Wheets Rake,0.0
32.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Yapich Che,0.0
19.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Catha Delez,0.0
9.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Jilley Delez,0.0
36.0,904.0,49.0,-0.015345608694932605,199.0,72.0,Mars,Hony Barte,0.0
21.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Velyne Webstephrey,0.0
40.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Phernar Coweboded,0.0
42.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Wilmay Santin,0.0
40.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Ties Hoche,0.0
22.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Hion Hoche,0.0
15.0,81.0,0.0,-0.013008334479797191,0.0,0.0,Mars,Toat Kidie,0.0
38.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Hanna Mejiarkerox,0.0
15.0,0.0,156.0,-0.014717684278926075,45.0,0.0,Earth,Caseye Mejiarkerox,0.0
24.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Timyra Gentledges,0.0
22.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Harrie Kaney,0.0
24.0,2469.0,0.0,-0.015479696721267332,0.0,56.0,Earth,Mollen Ericksonga,0.0
25.0,5.0,524.0,-0.015188627590930972,0.0,982.0,Earth,Fanne Kochroeders,0.0
22.0,644.0,2.0,-0.015479696721267332,83.0,0.0,Earth,Herina Baldens,0.0
57.0,4.0,0.0,-0.014714413839259375,37.0,0.0,Earth,Karene Hinesh,0.0
25.0,938.0,0.0,-0.015255126530820552,0.0,289.0,Mars,Cruses Boure,0.0
21.0,0.0,0.0,-0.014005818578140896,0.0,182.0,Earth,Branda Burtiz,0.0
41.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Molley Buckleinson,0.0
27.0,11567.0,246.0,-0.015479696721267332,5957.0,496.0,Europa,Alsuud Suarging,0.0
18.0,419.0,134.0,-0.015479696721267332,311.0,0.0,Earth,Milda Coleyanglas,0.0
61.0,1.0,0.0,-0.015122128651041391,241.0,873.0,Earth,Nicey Onell,0.0
9.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Willey Onell,0.0
1.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Sha Onell,0.0
27.0,0.0,196.0,-0.015472065695378363,0.0,1325.0,Earth,Raceky Hoopez,0.0
20.0,0.0,0.0,-0.015479696721267332,631.0,350.0,Earth,Jona Rothewson,0.0
2.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Garyan Rothewson,0.0
0.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Naomie Rothewson,0.0
25.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Golos Ropie,0.0
22.0,2.0,12.0,-0.015479696721267332,630.0,59.0,Earth,Garry Fuentryoung,0.0
32.0,733.0,11.0,-0.013496720136691159,34.0,1.0,Mars,Cowlat Ban,1.0
28.0,1.0,0.0,-0.015267118142931788,62.0,2406.0,Mars,Stight Rapie,0.0
43.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Alinan Clinarfork,0.0
28.0,0.0,774.0,-0.012470892227902715,4171.0,118.0,Europa,Alhaula Pressive,0.0
32.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Ionon Vactive,0.0
54.0,0.0,373.0,-0.015479696721267332,400.0,3217.0,Europa,Castork Vactive,0.0
27.0,0.0,0.0,-0.015479696721267332,6.0,3223.0,Europa,Ranan Vactive,0.0
30.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Boteino Vactive,0.0
25.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Duhrk Vactive,0.0
39.0,1236.0,0.0,-0.014554162295591042,0.0,0.0,Mars,Croos Trake,0.0
14.0,100.0,3821.0,-0.015334707229376935,116.0,8.0,Earth,Cathya Bonnondry,0.0
8.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Samany Spencervan,0.0
22.0,0.0,75.0,-0.014729675891037311,42.0,3.0,Earth,Hary Spencervan,0.0
27.0,0.0,263.0,-0.015478606574711765,8580.0,0.0,Europa,Berta Barnolderg,0.0
43.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Carley Tersony,0.0
16.0,2730.0,397.0,-0.015479696721267332,0.0,56.0,Earth,Derry Mejiaddox,0.0
40.0,4.0,0.0,-0.015479696721267332,1759.0,0.0,Earth,Tany Watsongley,0.0
48.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Maham Aneter,0.0
25.0,0.0,10754.0,-0.015476426281600631,345.0,478.0,Europa,Phacton Aneter,0.0
29.0,0.0,2074.0,-0.015479696721267332,6.0,320.0,Europa,Alram Comessic,0.0
60.0,0.0,245.0,-0.015479696721267332,985.0,0.0,Earth,Sanya Tranciams,0.0
22.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Jenn Morgerson,0.0
37.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Antonon Trodery,0.0
35.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Nunkino Trodery,0.0
23.0,855.0,1296.0,-0.01137529493955799,0.0,0.0,Mars,Ducks Prin,0.0
24.0,671.0,0.0,-0.015104686306152321,0.0,6.0,Mars,Fex Gerry,0.0
15.0,1416.0,0.0,-0.014188963199476134,3.0,0.0,Mars,Pioss Gerry,0.0
18.0,0.0,0.0,-0.015479696721267332,1685.0,0.0,Europa,Majoram Frintful,0.0
14.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Muonea Frintful,0.0
39.0,2194.0,1034.0,-0.015456803643600426,0.0,0.0,Mars,Mus Curle,0.0
12.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Shams Curle,0.0
43.0,1259.0,0.0,-0.015479696721267332,963.0,0.0,Mars,Heales Curle,0.0
45.0,16.0,0.0,-0.014277265070477052,0.0,0.0,Mars,Ton Melto,0.0
24.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Rone Fersongs,0.0
52.0,0.0,295.0,-0.015479696721267332,0.0,233.0,Earth,Wine Dickman,0.0
18.0,798.0,2.0,-0.015479696721267332,8.0,0.0,Earth,Janney Robersondez,0.0
38.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Erick Mondalley,0.0
26.0,0.0,765.0,-0.015476426281600631,14.0,1.0,Earth,Jonaye Hendez,0.0
28.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Loria Beckeetter,0.0
19.0,0.0,0.0,-0.015479696721267332,802.0,7.0,Earth,Man Hortis,0.0
45.0,3.0,31.0,-0.015414287927933317,515.0,0.0,Earth,Rice Malliamsey,0.0
27.0,0.0,0.0,-0.013966573302140487,0.0,15.0,Earth,Jandy Kellynn,0.0
15.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Eilan Morrencis,0.0
22.0,0.0,130.0,-0.015437181005600223,457.0,0.0,Earth,Geneen Mayder,0.0
23.0,0.0,102.0,-0.015479696721267332,0.0,587.0,Earth,Inette Wolfernan,0.0
32.0,0.0,442.0,-0.015479696721267332,1700.0,315.0,Europa,Okulas Greded,0.0
15.0,0.0,34.0,-0.014541080536924239,0.0,47.0,Earth,Alfrey Irwinson,0.0
30.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Nunkino Inkcablel,1.0
60.0,454.0,1.0,-0.015380493384710744,1.0,227.0,Earth,Becca Monroellynn,0.0
50.0,0.0,104.0,-0.01547315584193393,1940.0,1.0,Earth,Wine Miranciash,0.0
45.0,545.0,63.0,-0.01543827115215579,3.0,369.0,Earth,Tance Strongers,0.0
24.0,915.0,0.0,-0.01540665690204435,0.0,67.0,Mars,Stchex Mellé,0.0
22.0,842.0,0.0,-0.015009843555818001,52.0,0.0,Mars,Pefox Apie,0.0
20.0,1.0,0.0,-0.012603890107681875,0.0,0.0,Mars,Donut Mellé,0.0
19.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Toale Mellé,0.0
40.0,203.0,2.0,-0.015357600307043839,0.0,1065.0,Mars,Ponts Apie,0.0
14.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Tous Mellé,0.0
18.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Dooss Apie,0.0
20.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Sugark Creke,0.0
35.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Atrix Dedentive,0.0
24.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Monard Cookentaney,0.0
30.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Weidus Platch,0.0
44.0,0.0,9662.0,-0.015479696721267332,1.0,1260.0,Europa,Alsafik Platch,0.0
42.0,0.0,0.0,-0.015387034264044145,0.0,703.0,Earth,Ritey Bushafford,0.0
3.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Daven Bushafford,0.0
19.0,6.0,697.0,-0.015479696721267332,0.0,0.0,Earth,Coley Bushafford,0.0
69.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Sulah Gleroling,0.0
50.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Almara Cartiz,0.0
15.0,144.0,0.0,-0.015479696721267332,6.0,379.0,Earth,Jacque Pughlinsons,0.0
18.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Walley Byerton,0.0
25.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Adriet Barris,0.0
15.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Lonnis Davens,0.0
62.0,0.0,9724.0,-0.015479696721267332,47.0,14.0,Europa,Thabik Sophaft,0.0
19.0,0.0,9.0,-0.015479696721267332,1118.0,0.0,Earth,Aleroy River,0.0
29.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Isaacy Weaverays,0.0
28.0,16.0,0.0,-0.015479696721267332,0.0,1317.0,Earth,Tera Knoxonway,0.0
25.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Tachird Resendent,0.0
22.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Atonon Resendent,0.0
35.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Instab Unkcatted,0.0
61.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Nekkark Unkcatted,0.0
26.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Thab Unkcatted,0.0
19.0,0.0,0.0,-0.015479696721267332,0.0,1201.0,Earth,Felice Dillips,0.0
2.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Guakes Nuthe,0.0
0.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Gian Nuthe,0.0
26.0,1208.0,90.0,-0.015478606574711765,0.0,0.0,Mars,Shog Nuthe,0.0
6.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Hony Nuthe,0.0
23.0,5.0,0.0,-0.015479696721267332,49.0,668.0,Earth,Janee Rocknight,0.0
50.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Dyonif Ambleetive,0.0
18.0,2366.0,0.0,-0.015220241841042412,0.0,0.0,Mars,Jacats Keen,0.0
7.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Jeret Bonder,0.0
3.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Rosiey Bonder,0.0
3.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Done Bonder,0.0
37.0,0.0,0.0,-0.013701667689137734,0.0,75.0,Earth,Ianya Bonder,0.0
25.0,0.0,5.0,-0.015466614962600529,978.0,0.0,Earth,Ellana Loway,0.0
22.0,0.0,0.0,-0.015479696721267332,0.0,1128.0,Earth,Mollen Morrodgers,0.0
20.0,91.0,0.0,-0.015468795255711662,1187.0,0.0,Mars,Lles Mushe,0.0
32.0,2436.0,0.0,-0.015460074083267127,9.0,0.0,Mars,Fow Bert,0.0
34.0,0.0,0.0,-0.014855042744927504,214.0,0.0,Earth,Floyde Barrez,0.0
47.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Phah Meplel,0.0
23.0,11.0,0.0,-0.015479696721267332,0.0,1281.0,Earth,Clard Sweenez,0.0
22.0,0.0,4313.0,-0.015479696721267332,0.0,25.0,Europa,Magnon Healted,0.0
35.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Ashird Whetingert,0.0
18.0,33.0,1352.0,-0.01543827115215579,0.0,0.0,Earth,Berta Barnolderg,0.0
36.0,86.0,290.0,-0.013003973893574924,2184.0,91.0,Europa,Ashird Dishearly,0.0
32.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Luxonon Dishearly,0.0
29.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Carona Leton,0.0
19.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Sadares Reeddommy,0.0
45.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Wealke Beake,0.0
26.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Mars,Mars Ickes,0.0
14.0,890.0,0.0,-0.015397935729599814,0.0,0.0,Earth,Marlly Simson,0.0
22.0,0.0,562.0,-0.015479696721267332,0.0,3808.0,Europa,Geno Clutcheed,0.0
31.0,0.0,0.0,-0.015479696721267332,234.0,572.0,Earth,Cores Portananney,0.0
25.0,1.0,72.0,-0.014169340561475929,33.0,0.0,Mars,Trine Pore,0.0
15.0,19.0,3673.0,-0.01529110136715426,0.0,314.0,Earth,Lavey Merkins,0.0
28.0,2521.0,0.0,-0.015149382314930564,8.0,0.0,Mars,Cobys Perie,0.0
34.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Essara Mcfarley,0.0
28.0,743.0,27.0,-0.015468795255711662,0.0,17.0,Earth,Andice Mcfarley,0.0
45.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Tarain Tachor,0.0
44.0,0.0,72.0,-0.015479696721267332,665.0,0.0,Earth,Byront Lewinton,0.0
22.0,0.0,1.0,-0.015479696721267332,237.0,620.0,Earth,Gerly Valey,0.0
48.0,0.0,0.0,-0.014510556433368366,0.0,0.0,Earth,Noria Cainghannon,0.0
25.0,1722.0,906.0,-0.015479696721267332,0.0,1.0,Earth,Jayne Farrez,0.0
24.0,646.0,202.0,-0.015479696721267332,3.0,2.0,Earth,Toddie Farrez,0.0
20.0,0.0,822.0,-0.015479696721267332,65.0,0.0,Earth,Karah Farrez,0.0
46.0,0.0,7.0,-0.015123218797596958,0.0,508.0,Earth,Lewise Farrez,0.0
40.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Byrona Kerrealds,0.0
26.0,368.0,0.0,-0.015479696721267332,406.0,0.0,Earth,Juaney Slates,0.0
56.0,0.0,88.0,-0.015479696721267332,882.0,207.0,Earth,Shaele Carreralend,0.0
37.0,262.0,380.0,-0.015479696721267332,39.0,766.0,Earth,Milda Rocholton,0.0
35.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Earth,Eillis Cobson,0.0
15.0,152.0,630.0,-0.015344518548377038,1.0,0.0,Earth,Naomie Moodman,0.0
21.0,0.0,934.0,-0.015479696721267332,0.0,0.0,Earth,Ren Clemondsey,0.0
24.0,0.0,2.0,-0.01540338646237765,707.0,7.0,Earth,Melica Greeves,0.0
30.0,0.0,137.0,-0.015463344522933829,0.0,1292.0,Earth,Kell Holton,0.0
34.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Kabih Clughted,0.0
16.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Thab Clughted,0.0
55.0,0.0,0.0,-0.015479696721267332,0.0,0.0,Europa,Sadach Clughted,0.0
27.0,0.0,49.0,-0.01539575543648868,2427.0,3590.0,Europa,Chamark Clughted,0.0
44.0,48.0,207.0,-0.015468795255711662,443.0,2.0,Earth,Leahy Atkinney,0.0
17.0,75.0,0.0,-0.014590137131924748,0.0,265.0,Earth,Edgary Atkinney,0.0
